videoId,categories
UH8qr1G2blw,"[('Cartoon', '0.478063'), ('Game', '0.36179'), ('Animation', '0.283087'), ('Video game', '0.19941'), ('Luigi', '0.0511124'), ('Toy', '0.0400729'), ('Clay animation', '0.0280498'), ('The Walt Disney Company', '0.0273527'), ('Elmo', '0.0269552'), ('Princess Peach', '0.0199793'), ('Dance', '0.0182617'), ('Spider-Man', '0.0134881'), (""Garry's Mod"", '0.0110603'), ('Sonic the Hedgehog', '0.00981537'), ('Stuffed toy', '0.00952853'), ('Plush', '0.00886446'), ('Bowser Jr.', '0.00852465'), ('Bowser (character)', '0.00827372'), ('Hulk (comics)', '0.00818532'), ('Costume', '0.00777477')]"
ULn0vMRcnXg,"[('Cartoon', '0.976425'), ('Animation', '0.740256'), ('Pony', '0.141163'), ('My Little Pony', '0.138984'), ('Sonic the Hedgehog', '0.0953793'), ('Sonic the Hedgehog (character)', '0.0509622'), ('Video game', '0.0158054'), ('Fish', '0.0152235'), ('Pokémon', '0.0148829'), ('Game', '0.0136649'), ('Pet', '0.011112'), ('Tails (character)', '0.0106457'), ('Wakfu', '0.0101302'), ('Rainbow', '0.00781575'), ('Paper', '0.00428024'), ('Doctor Eggman', '0.00404399'), ('Sonic Lost World', '0.00348665'), ('Hatsune Miku: Project DIVA', '0.00337826'), ('Butterfly', '0.0033339'), ('Animal', '0.00317671')]"
USyp8NSQ6Fg,"[('Cartoon', '0.988738'), ('Animation', '0.864945'), ('Game', '0.175399'), ('Bus', '0.0996525'), ('Video game', '0.0500346'), ('My Little Pony', '0.0175392'), ('Pony', '0.00944443'), ('Alphabet', '0.00788313'), ('Cartoon Network', '0.00785083'), ('Littlest Pet Shop', '0.00497271'), ('Luigi', '0.00241221'), ('School bus', '0.00226973'), ('Tamagotchi', '0.0021488'), ('Strawberry', '0.00185667'), ('Toy', '0.00167436'), ('Lego Duplo', '0.00144307'), ('Kinder Surprise', '0.00123152'), (""McDonald's"", '0.00110978'), ('Kindergarten', '0.000987807'), ('Vehicle', '0.000904075')]"
UhTN3d47en4,"[('Video game', '0.115869'), ('Room', '0.095985'), ('Radio-controlled car', '0.0509229'), ('Haunted house', '0.0478013'), ('Radio-controlled model', '0.0475947'), ('Apartment', '0.0415191'), ('House', '0.0400857'), ('Vehicle', '0.0391353'), ('Dormitory', '0.0316684'), ('Toy', '0.02914'), ('Sonic the Hedgehog', '0.0226872'), ('Monster High', '0.0176412'), ('Game', '0.0176395'), ('Doll', '0.0169195'), ('Car', '0.0132508'), ('Hotel', '0.0127888'), ('Food', '0.00879812'), ('Portal (video game)', '0.00759706'), ('Animation', '0.00641722'), ('Amusement park', '0.00637492')]"
UhyacBPM_gU,"[('Pet', '0.762605'), ('Animal', '0.756484'), ('Kitten', '0.571676'), ('Cat', '0.401345'), ('Terrier', '0.390568'), ('Dog', '0.275882'), ('Puppy', '0.259979'), ('Game', '0.0514103'), ('Zeus', '0.0391223'), ('Video game', '0.0223897'), ('TalesRunner', '0.0145374'), ('Sonic the Hedgehog', '0.00646936'), ('Card game', '0.00593672'), ('Microsoft Windows', '0.00577315'), ('Chihuahua (dog)', '0.00575971'), ('Cartoon', '0.00534011'), ('Waffle', '0.00420005'), ('Animation', '0.00357987'), ('Taskbar', '0.00324968'), ('Mario Kart', '0.00293914')]"
V1FdFkW5G4k,"[('Toy', '0.749083'), ('Doll', '0.282662'), ('Toddler', '0.189073'), ('Radio-controlled model', '0.0692581'), ('Radio-controlled car', '0.0530735'), ('Fashion', '0.0330031'), ('Shoe', '0.0204242'), ('Barbie', '0.0176726'), ('Vehicle', '0.0150988'), ('Car', '0.011023'), ('Video game', '0.0069328'), ('Sonic Heroes', '0.00612049'), ('Cosmetics', '0.00587578'), ('Baby Alive', '0.00566271'), ('Christmas', '0.00465597'), ('Animation', '0.00446389'), ('Baby transport', '0.00359426'), ('Ken (doll)', '0.00344027'), ('Food', '0.00290342'), ('Game', '0.00285092')]"
VDiMvTUQ8TE,"[('Toy', '0.891282'), ('Animal', '0.679546'), ('Pet', '0.350462'), ('Fish', '0.170492'), ('Crab', '0.0385934'), ('Play-Doh', '0.0290002'), ('Aquarium', '0.0244944'), ('Dinosaur', '0.0244738'), ('Hot Wheels', '0.0230006'), ('Hamster', '0.0229037'), ('Doll', '0.0193543'), ('Sand', '0.0160856'), ('Bird', '0.0111195'), (""McDonald's"", '0.0104909'), ('Guinea pig', '0.0100517'), ('Cat', '0.0098933'), ('Goldfish', '0.0096177'), ('The Walt Disney Company', '0.00830413'), ('Kinder Surprise', '0.00778425'), ('Food', '0.00744448')]"
VNzRAjbs204,"[('Cartoon', '0.932598'), ('Animation', '0.807406'), ('Video game', '0.117577'), ('Game', '0.0949863'), ('Littlest Pet Shop', '0.0724328'), ('Bear', '0.0408191'), ('Sonic the Hedgehog', '0.00827185'), ('The Walt Disney Company', '0.00780129'), ('Music video', '0.00773313'), ('Trailer (promotion)', '0.00446096'), ('Owl', '0.00435567'), ('Television advertisement', '0.00356284'), ('Sonic Unleashed', '0.00316545'), ('Simba', '0.00306117'), ('Tails (character)', '0.00216333'), ('Sonic the Hedgehog (character)', '0.00156098'), ('Rosalina (character)', '0.00144376'), ('Goldfish', '0.00143017'), ('Camping', '0.00130361'), ('Animal', '0.00126029')]"
VQEx-0eikl0,"[('Cartoon', '0.992112'), ('Animation', '0.598214'), ('Lion', '0.0951754'), ('Game', '0.0502723'), ('Video game', '0.030687'), ('My Little Pony', '0.021402'), ('Pokémon', '0.0117736'), ('Simba', '0.0117235'), ('Pony', '0.0113516'), ('Farm', '0.00923725'), ('The Walt Disney Company', '0.00551195'), ('Sonic the Hedgehog', '0.00536267'), ('Finger', '0.00495724'), ('Rainbow', '0.00480585'), ('Pikachu', '0.00417874'), ('/m/0fhnl08', '0.00383777'), ('Deer', '0.00318071'), ('Oatmeal', '0.00283618'), ('Tails (character)', '0.00251198'), ('Livestock', '0.00233527')]"
VV36PadM8Bo,"[('Insect', '0.888827'), ('Animal', '0.723313'), ('Beetle', '0.577533'), ('Toy', '0.562795'), ('Kamen Rider Series', '0.0545411'), ('Butterfly', '0.0485142'), ('Cartoon', '0.0352652'), ('Spider-Man', '0.0335624'), ('Puzzle', '0.0289905'), ('Animation', '0.0218972'), ('Ninja', '0.0173295'), ('Teenage Mutant Ninja Turtles', '0.0126169'), ('Caterpillar', '0.00917558'), ('Larva', '0.00772148'), ('Action figure', '0.00641556'), ('Turtle', '0.0063535'), ('Robot', '0.00614175'), ('Easter egg', '0.00574466'), ('Bird', '0.00564903'), ('Dinosaur', '0.00548708')]"
Vxx89F63YnI,"[('Toy', '0.886647'), ('Doll', '0.275931'), ('Toddler', '0.240503'), ('Radio-controlled model', '0.0761835'), ('Radio-controlled car', '0.0526391'), ('Shoe', '0.0465295'), ('Vehicle', '0.0323502'), ('Barbie', '0.0179825'), ('Car', '0.0175566'), ('Animation', '0.0151808'), ('Robot', '0.00977363'), ('Kamen Rider Series', '0.0071061'), ('Toys R"" Us""', '0.00629719'), ('Sneakers', '0.0060215'), ('Sonic the Hedgehog', '0.00566565'), ('Ken (doll)', '0.00544815'), ('Motorcycle', '0.00542997'), (""McDonald's"", '0.00383439'), ('Baby transport', '0.00374896'), ('Food', '0.00363186')]"
W1Ae4LTpW38,"[('Cartoon', '0.944899'), ('Animation', '0.670375'), ('Game', '0.663173'), ('Video game', '0.203709'), (""Garry's Mod"", '0.0413446'), ('My Little Pony', '0.0376573'), ('Pony', '0.0337442'), ('Tyrannosaurus', '0.0172144'), ('Sonic the Hedgehog', '0.0130281'), ('Dinosaur', '0.00725491'), ('Gummy bear', '0.0054089'), ('Spore (2008 video game)', '0.00514486'), ('Strategy video game', '0.00491065'), ('/m/0fhnl08', '0.00445754'), ('Pokémon', '0.00380935'), ('Dragon', '0.00320309'), ('Animal', '0.00309851'), (""Five Nights at Freddy's"", '0.00309501'), ('Sonic the Hedgehog (character)', '0.00220407'), ('Plants vs. Zombies', '0.0021505')]"
W_X0R5BP_g0,"[('Cartoon', '0.991396'), ('Animation', '0.77189'), ('Game', '0.153213'), ('Video game', '0.035744'), ('Bee', '0.0280108'), ('Farm', '0.0273153'), ('Luigi', '0.00728872'), ('Fruit', '0.00430626'), ('Frog', '0.00424208'), ('Sheep', '0.00408114'), ('Tamagotchi', '0.00210741'), ('Cartoon Network', '0.00210207'), ('Fantage', '0.00201245'), ('Strawberry', '0.00173864'), ('Goldfish', '0.00161716'), ('Littlest Pet Shop', '0.00148859'), ('Rilakkuma', '0.00145813'), ('Animal Crossing', '0.00145625'), ('Planet', '0.00133256'), ('Rainbow', '0.00108345')]"
WdT1042aW4s,"[('Cartoon', '0.96133'), ('Animation', '0.59511'), ('Game', '0.107583'), ('Video game', '0.0914721'), ('Princess Peach', '0.0372343'), ('Barbie', '0.0256518'), ('Clown', '0.0238241'), ('Rosalina (character)', '0.0181806'), ('Music video', '0.0154123'), ('Strawberry', '0.0141865'), (""McDonald's"", '0.0117815'), ('Toy', '0.0101041'), ('Just Dance (video game)', '0.00772222'), ('Mickey Mouse', '0.00726632'), ('The Walt Disney Company', '0.00625042'), ('Princess', '0.00594782'), ('My Little Pony', '0.00544945'), ('Ronald McDonald', '0.00488001'), ('Lalaloopsy', '0.00482893'), ('Goofy', '0.00372178')]"
WhXc4PMNf7o,"[('Toy', '0.92003'), ('Egg as food', '0.72823'), ('Kinder Surprise', '0.727966'), ('Egg', '0.0986092'), ('Game', '0.0767674'), ('Video game', '0.035396'), ('Cartoon', '0.0207403'), ('Food', '0.0160637'), ('Donkey Kong', '0.0123462'), ('The Walt Disney Company', '0.0121191'), ('Mario Kart', '0.0116608'), ('Vehicle', '0.0102991'), ('Play-Doh', '0.0102279'), ('Animation', '0.0100317'), ('Sonic the Hedgehog', '0.00930139'), ('Balloon', '0.00783543'), ('Ball', '0.00661369'), ('Easter egg', '0.00612003'), ('Super Mario Bros.', '0.00605586'), ('Car', '0.00571123')]"
WrV2uq2tGak,"[('Game', '0.781449'), ('Video game', '0.629731'), ('Cartoon', '0.24732'), ('The Sims', '0.198301'), ('Animation', '0.12738'), ('Chicken', '0.0736459'), ('Animal', '0.0713917'), ('Bird', '0.0711693'), ('The Sims 2', '0.062376'), ('/m/021bp2', '0.029555'), ('Parrot', '0.0284152'), (""Garry's Mod"", '0.0203846'), ('Farm', '0.0139951'), ('The Sims 3', '0.0123984'), ('House', '0.0085092'), ('LittleBigPlanet (2008 video game)', '0.00745105'), ('Sonic the Hedgehog', '0.00717219'), ('Rooster', '0.00575114'), ('Spider-Man', '0.00567257'), ('Sega Genesis', '0.00339616')]"
X1yAw4OGMnM,"[('Cartoon', '0.218198'), ('Toy', '0.205717'), ('Animation', '0.174665'), ('The Walt Disney Company', '0.0852132'), ('Stuffed toy', '0.0579477'), ('Game', '0.033522'), ('Animal', '0.0221695'), ('Sonic Heroes', '0.0197621'), ('Playground', '0.0166465'), ('Luigi', '0.0160751'), ('Video game', '0.0158804'), ('Kitten', '0.0144019'), ('Elmo', '0.0112605'), ('Sonic the Hedgehog', '0.00989521'), ('Pet', '0.00919323'), (""McDonald's"", '0.00900822'), ('Doll', '0.00890092'), ('Kinder Surprise', '0.00873181'), ('Claw crane', '0.00841413'), ('Dance', '0.00826854')]"
XCuZBILuebI,"[('Cartoon', '0.987141'), ('Animation', '0.344713'), ('Game', '0.0945526'), ('Rosalina (character)', '0.0339936'), ('Video game', '0.0197021'), ('Pokémon', '0.0164951'), ('Pikachu', '0.0160477'), ('Animal', '0.0145554'), ('Nintendo 3DS', '0.0141656'), ('Sonic the Hedgehog', '0.0129276'), ('Fantage', '0.0103142'), ('Gym', '0.00943042'), ('Robot', '0.00896192'), ('The Walt Disney Company', '0.00871683'), ('Yo-kai Watch', '0.00725009'), ('Tails (character)', '0.00697711'), ('Pac-Man', '0.00683572'), ('Toy', '0.0064526'), ('Guppy', '0.00643118'), ('Pet', '0.00629172')]"
XFUy4YCgppk,"[('Game', '0.602885'), ('Cartoon', '0.531465'), ('Animation', '0.477425'), ('Video game', '0.329661'), ('Penguin', '0.185402'), ('Animal', '0.0486973'), ('Chicken', '0.0385728'), ('Bird', '0.0321577'), ('Sonic the Hedgehog', '0.0198667'), (""Garry's Mod"", '0.00722767'), ('Duck', '0.00695742'), ('Doctor Eggman', '0.00604842'), ('Tails (character)', '0.00518583'), ('Crash Bandicoot', '0.00441304'), ('Rooster', '0.00429019'), ('Toy', '0.00348565'), ('Sonic the Hedgehog (character)', '0.00328495'), ('Dance', '0.00303371'), ('Strategy video game', '0.0025466'), ('Farm', '0.0025462')]"
XN0625Pu8Q4,"[('Toy', '0.510481'), ('Playground', '0.259957'), ('Toddler', '0.177718'), ('Doll', '0.171851'), ('Sonic the Hedgehog', '0.038704'), ('Swing (seat)', '0.027065'), ('Music video', '0.0246854'), ('Video game', '0.0230364'), ('Vehicle', '0.0210389'), ('Radio-controlled model', '0.0191794'), ('Game', '0.0175532'), ('Radio-controlled car', '0.0129442'), ('Photography', '0.0121302'), ('Sonic Heroes', '0.011568'), ('Car', '0.010424'), ('Barbie', '0.00855471'), ('Monster High', '0.00824986'), ('Animal', '0.00659905'), ('Sheriff Woody', '0.0058048'), ('Hot Wheels', '0.0048959')]"
Xgn6GTIGwJs,"[('Music video', '0.101981'), ('School', '0.0629178'), ('Animation', '0.060778'), ('Video game', '0.0410509'), ('Mobile phone', '0.0357245'), ('Hotel', '0.0283434'), ('Radio-controlled model', '0.020941'), ('Trailer (promotion)', '0.0189763'), ('Game', '0.0182777'), ('Fashion', '0.0179672'), ('Smartphone', '0.0157151'), ('Toy', '0.0150723'), ('Room', '0.014071'), ('Dance', '0.0126901'), ('Sonic the Hedgehog', '0.0115935'), ('Dormitory', '0.0114771'), ('University', '0.0109783'), ('Vehicle', '0.0105734'), ('Apartment', '0.00976404'), ('IPhone', '0.00975722')]"
XuMVBnB70Ug,"[('Toy', '0.607953'), ('Animal', '0.564722'), ('Zoo', '0.103335'), ('Animation', '0.10332'), ('Pet', '0.0807401'), ('Fish', '0.0716151'), ('Dinosaur', '0.0703049'), ('Game', '0.0649686'), ('Tyrannosaurus', '0.0599409'), ('Video game', '0.0472926'), ('Cartoon', '0.0305199'), ('Giraffe', '0.0246061'), ('Turtle', '0.021763'), ('The Walt Disney Company', '0.0188671'), ('Octopus', '0.0105687'), ('Radio-controlled model', '0.0102866'), ('Lego', '0.00642838'), ('Mermaid', '0.00609787'), ('Monster', '0.0059798'), ('Underwater', '0.00581824')]"
YBHQbu5rbdQ,"[('Music video', '0.496077'), ('Performance art', '0.0923401'), ('Video game', '0.0602631'), ('Model (person)', '0.0300777'), ('Game', '0.0174019'), ('Dance', '0.0173355'), ('Fashion', '0.00721878'), ('Cosmetics', '0.00711802'), ('Resident Evil', '0.00586021'), ('Animation', '0.00542955'), ('Barbie', '0.00352773'), ('Doll', '0.00237091'), ('Television advertisement', '0.0022558'), ('Chipmunk', '0.00175638'), ('Musician', '0.00160821'), ('Para Para', '0.00151912'), ('Toy', '0.0011052'), ('Joker (comics)', '0.00108882'), ('Vehicle', '0.000878276'), ('Photography', '0.00080618')]"
YCU1BYdRDfU,"[('Toy', '0.380934'), ('Kinder Surprise', '0.201424'), ('Animation', '0.187619'), ('Cartoon', '0.0811707'), ('Egg as food', '0.0617249'), ('Sheriff Woody', '0.0524417'), ('Costume', '0.0482636'), (""McDonald's"", '0.0288421'), ('The Walt Disney Company', '0.0226818'), ('Iron Man', '0.0189378'), ('Video game', '0.0187311'), ('Game', '0.0149711'), ('Vehicle', '0.0141096'), ('Robot', '0.0114599'), ('Action figure', '0.00983399'), ('Play-Doh', '0.00890547'), ('Thomas the Tank Engine', '0.00846643'), ('Transformers', '0.00739476'), ('Car', '0.00615289'), ('Stuffed toy', '0.00546485')]"
YPeEOjhPJGw,"[('Cartoon', '0.967659'), ('Animation', '0.592254'), ('Game', '0.0475982'), ('The Walt Disney Company', '0.0413301'), ('Mickey Mouse', '0.0328226'), ('Video game', '0.0144844'), ('Minnie Mouse', '0.00533008'), ('Giant panda', '0.00520652'), ('Finger', '0.00515558'), ('Mouse', '0.00479639'), ('Kinder Surprise', '0.00471441'), ('Crayon Shin-chan', '0.00439297'), ('Pig', '0.00439033'), ('Character (arts)', '0.00431254'), ('Pluto (Disney)', '0.00381768'), ('Cattle', '0.0037855'), ('Cartoon Network', '0.00367828'), ('Christmas', '0.00363385'), ('Goofy', '0.00363333'), ('Egg as food', '0.00358483')]"
YQHsXMglC9A,"[('Music video', '0.745298'), ('Video game', '0.0384168'), ('Television advertisement', '0.025094'), ('Animation', '0.0173888'), ('Metal Gear Solid 4: Guns of the Patriots', '0.01201'), ('Black and white', '0.0053059'), ('Photography', '0.00487346'), ('Metal Gear', '0.00422752'), ('Sonic the Hedgehog', '0.0032098'), ('Trailer (promotion)', '0.00318151'), ('Chipmunk', '0.00315156'), ('Harry Potter', '0.0029605'), ('Game', '0.00263015'), ('Draco Malfoy', '0.00245814'), ('Aragorn', '0.00237568'), ('Vehicle', '0.00190856'), ('Car', '0.00187141'), ('Death Note', '0.00179591'), ('The Lord of the Rings (film series)', '0.0015851'), ('Daenerys Targaryen', '0.00154494')]"
YVSSCkM8hqY,"[('Swimming pool', '0.827119'), ('Human swimming', '0.447468'), ('Video game', '0.161196'), ('Game', '0.135252'), ('Mermaid', '0.11423'), ('Sonic the Hedgehog', '0.0303436'), ('Water park', '0.0196027'), ('Radio-controlled model', '0.0145738'), ('Toy', '0.0116794'), ('Underwater', '0.0109788'), ('Synchronised swimming', '0.00945907'), (""Mirror's Edge"", '0.00854193'), ('Dance', '0.00846105'), ('Water', '0.00740055'), ('Radio-controlled car', '0.00664064'), ('Barbie', '0.00646637'), ('Diving', '0.00588054'), ('Aerobics', '0.00546842'), ('Superman', '0.00390598'), ('The Walt Disney Company', '0.00357502')]"
YiIpWO07UV4,"[('Toy', '0.822091'), ('Sheriff Woody', '0.414834'), ('The Walt Disney Company', '0.279513'), ('Kinder Surprise', '0.112857'), ('Vehicle', '0.0776706'), ('Action figure', '0.0555687'), ('Car', '0.0295589'), ('Model car', '0.0287067'), ('Egg as food', '0.0246427'), ('Doll', '0.0234376'), ('Robot', '0.0226728'), ('Animation', '0.0215977'), ('Lightning McQueen', '0.0127292'), ('Radio-controlled model', '0.0110673'), ('Lego', '0.00958368'), ('Hot Wheels', '0.00942057'), ('Radio-controlled car', '0.00840216'), ('Video game', '0.00812198'), ('Game', '0.00721899'), ('Firefighter', '0.00643712')]"
YqeW9_5kURI,"[('Performance art', '0.580063'), ('Dance', '0.473373'), ('Video game', '0.164363'), ('Game', '0.14806'), ('Bollywood', '0.0866608'), ('Animation', '0.0231042'), ('Juri (Street Fighter)', '0.0165042'), ('One Piece', '0.0148141'), ('Fighting game', '0.0087053'), ('The Walt Disney Company', '0.00821746'), ('Asterix', '0.0058213'), ('Barbie', '0.005476'), ('Kinect', '0.00431941'), ('BioShock Infinite', '0.00357583'), ('Saints Row', '0.00351105'), ('Radha', '0.00336056'), ('Hatsune Miku: Project DIVA', '0.00326216'), ('Trailer (promotion)', '0.00324431'), ('Sailor Moon', '0.00285873'), ('Devil May Cry', '0.00280657')]"
ZCyMSBiuOTk,"[('Toy', '0.72912'), ('Mickey Mouse', '0.467585'), ('The Walt Disney Company', '0.465882'), ('Minnie Mouse', '0.225752'), ('Vehicle', '0.114441'), ('Mouse', '0.112242'), ('Sheriff Woody', '0.0883424'), ('Car', '0.0694763'), ('Kinder Surprise', '0.058909'), ('Radio-controlled car', '0.0453085'), ('Radio-controlled model', '0.0427447'), ('Toddler', '0.0289539'), ('Doll', '0.0287497'), ('Animation', '0.0245317'), ('Lightning McQueen', '0.0240252'), ('Lego', '0.0161902'), ('Cartoon', '0.0151119'), ('Pluto (Disney)', '0.0142891'), ('Game', '0.0137882'), ('Walt Disney World', '0.0119152')]"
ZFS3OrBDvrw,"[('Teenage Mutant Ninja Turtles', '0.439148'), ('Game', '0.1872'), ('Video game', '0.158648'), ('Pizza', '0.127727'), ('Ninja', '0.112436'), ('Animation', '0.0973549'), (""Garry's Mod"", '0.0819593'), ('Turtle', '0.0601463'), ('Iron Man', '0.0395071'), ('Cartoon', '0.026673'), ('Firefighter', '0.025476'), ('Food', '0.0208528'), ('Resident Evil', '0.020091'), ('Dance', '0.0158884'), ('Costume', '0.0144559'), ('Metal Gear', '0.0142006'), ('Comics', '0.0122397'), ('Leonardo (Teenage Mutant Ninja Turtles)', '0.0108087'), ('Cuisine', '0.00973248'), ('Dish (food)', '0.00942756')]"
ZYv-x675-bg,"[('Toy', '0.947294'), ('Kinder Surprise', '0.823977'), ('Egg as food', '0.623595'), ('Spider-Man', '0.145589'), ('Play-Doh', '0.0697965'), ('Egg', '0.0319199'), ('Candy', '0.014132'), ('Iron Man', '0.0137616'), ('Vehicle', '0.0127437'), ('Hot Wheels', '0.0126269'), ('Action figure', '0.0119605'), ('The Walt Disney Company', '0.0116994'), ('Easter egg', '0.0106563'), ('Fighting game', '0.00985238'), ('Figurine', '0.00951675'), ('Keychain', '0.0094137'), ('Lightning McQueen', '0.00931438'), ('Animation', '0.00864058'), ('Cartoon', '0.00815536'), ('Dough', '0.00810298')]"
ZwXTyNKYfA8,"[('Animation', '0.193132'), ('Animal', '0.0489293'), ('Sonic the Hedgehog', '0.0485082'), ('Chipmunk', '0.0401646'), ('The Walt Disney Company', '0.0274374'), ('Logging', '0.0227691'), ('Food', '0.0204624'), ('Video game', '0.0175084'), ('Forest', '0.0170377'), ('Plant', '0.0104801'), (""Alice's Adventures in Wonderland"", '0.0100534'), ('Photography', '0.00921166'), ('Higurashi When They Cry', '0.00911851'), ('Star', '0.00875658'), ('Dance', '0.00810285'), ('Stitch (Lilo & Stitch)', '0.00752684'), ('Ventriloquism', '0.00743357'), ('Vehicle', '0.00657902'), ('Sheriff Woody', '0.00650891'), ('Pokémon', '0.00641561')]"
_2LYFtmouxs,"[('Toy', '0.967211'), ('Kinder Surprise', '0.966009'), ('Egg as food', '0.918901'), ('Egg', '0.391993'), ('Play-Doh', '0.167243'), ('The Walt Disney Company', '0.117896'), ('Game', '0.0769891'), ('Angry Birds', '0.041424'), ('Cartoon', '0.0380762'), ('Easter egg', '0.0319878'), ('Sonic the Hedgehog', '0.0193043'), ('Animal', '0.0190238'), ('Video game', '0.0119713'), ('Lightning McQueen', '0.00971441'), ('Vehicle', '0.00940335'), ('Chocolate', '0.00763062'), ('Mickey Mouse', '0.00681896'), ('Model car', '0.00630618'), ('Car', '0.00616124'), ('Card game', '0.00466748')]"
_L71gvPoki0,"[('Animation', '0.520315'), ('Cartoon', '0.240723'), ('The Walt Disney Company', '0.17937'), ('Dance', '0.0991916'), ('Doll', '0.0597439'), ('Princess Peach', '0.0531588'), ('Luigi', '0.0471877'), ('Game', '0.0386747'), ('Video game', '0.0310687'), ('Mario & Luigi: Superstar Saga', '0.0258671'), ('Stuffed toy', '0.0212592'), ('Figurine', '0.0185363'), ('Toy', '0.0173377'), ('Balloon', '0.017273'), ('Bowser (character)', '0.0139296'), ('Hulk (comics)', '0.0119094'), ('Costume', '0.0102317'), ('Spider-Man', '0.00981427'), ('Bowser Jr.', '0.00921915'), ('Clay animation', '0.00868476')]"
_NQau6IMnwA,"[('Cartoon', '0.964839'), ('Animation', '0.687227'), ('Video game', '0.0657532'), ('Game', '0.0641746'), ('Rosalina (character)', '0.0102137'), ('LittleBigPlanet (2008 video game)', '0.00983107'), ('Toddler', '0.00829077'), ('The Walt Disney Company', '0.00549926'), ('Sonic the Hedgehog', '0.00418343'), ('Animal Crossing', '0.00320922'), ('The Idolmaster', '0.00282367'), ('TalesRunner', '0.00246064'), ('LittleBigPlanet 2', '0.00233346'), ('Hippopotamus', '0.0022455'), ('MapleStory', '0.00196222'), ('Super Smash Bros.', '0.00193771'), ('/m/021bp2', '0.0019339'), ('Christmas', '0.00184522'), ('Rayman', '0.00170728'), ('Pokémon', '0.00166803')]"
_Tv8MAU6dZs,"[('Doll', '0.790184'), ('Toy', '0.749179'), ('Barbie', '0.392203'), ('Ken (doll)', '0.0751922'), ('Hair', '0.016902'), ('Vehicle', '0.0153445'), ('Monster High', '0.0134249'), ('Car', '0.0115307'), ('Animation', '0.00800929'), ('Gift', '0.00701524'), ('Wig', '0.00681566'), ('The Walt Disney Company', '0.0067718'), ('Mattel', '0.00523768'), ('Food', '0.00476569'), ('Hairstyle', '0.0041613'), ('Dollhouse', '0.00387816'), ('Toys R"" Us""', '0.00329395'), ('Egg as food', '0.00320278'), ('My Little Pony', '0.00247252'), ('Basket', '0.00239219')]"
_amwPjAcoC8,"[('The Walt Disney Company', '0.367961'), ('Toy', '0.304217'), ('Kinder Surprise', '0.152582'), ('Game', '0.118388'), ('Animation', '0.0825536'), ('Mickey Mouse', '0.0824456'), ('Cartoon', '0.0772613'), ('Sheriff Woody', '0.0593692'), ('Donald Duck', '0.0352093'), ('Video game', '0.0328501'), ('Sonic the Hedgehog', '0.0300445'), ('Spider-Man', '0.0158375'), ('Sonic Heroes', '0.0158258'), ('Lightning McQueen', '0.015542'), ('Luigi', '0.0154105'), ('Play-Doh', '0.0151625'), ('Goofy', '0.015076'), ('Animal', '0.0114206'), ('Costume', '0.0100492'), ('Doll', '0.00985177')]"
_kjNoNfsLIc,"[('Cartoon', '0.977235'), ('Animation', '0.679452'), ('Alphabet', '0.0733303'), ('Game', '0.0317493'), ('Sheep', '0.00816068'), ('Cartoon Network', '0.00788426'), ('Illustration', '0.00730593'), ('Animal Crossing', '0.00705268'), ('Video game', '0.0056719'), ('Toy', '0.00513678'), ('Animal', '0.00421574'), ('Pig', '0.00376582'), ('Fruit', '0.003686'), ('Number', '0.00338236'), ('Wii', '0.00303346'), ('Animal Crossing: New Leaf', '0.00299295'), ('Anpanman', '0.00263695'), (""Monica's Gang"", '0.00253568'), ('Pet', '0.00247228'), ('Drawing', '0.00225899')]"
_zCgZ_AlaMY,"[('Game', '0.641739'), ('Video game', '0.592941'), ('Cartoon', '0.538393'), ('Animation', '0.432704'), ('LittleBigPlanet (2008 video game)', '0.0124711'), ('Sonic the Hedgehog', '0.0102371'), ('Parrot', '0.00807454'), ('Duck', '0.00778772'), ('Strategy video game', '0.00665562'), ('Wii', '0.00607166'), ('Bird', '0.00498826'), ('Trailer (promotion)', '0.00439388'), ('Animal', '0.00363186'), ('Angry Birds', '0.00351873'), ('Sonic the Hedgehog (character)', '0.00351136'), ('Farm', '0.00320704'), ('Plant', '0.00311423'), ('The Walt Disney Company', '0.00280746'), ('Winnie the Pooh (franchise)', '0.00270835'), ('Sega Genesis', '0.00240052')]"
a37DlZfIBEc,"[('Cartoon', '0.876521'), ('Animation', '0.357056'), ('Game', '0.327398'), ('Video game', '0.207879'), ('Touhou Project', '0.0337842'), ('The Doctor (Doctor Who)', '0.0205531'), ('Juggling', '0.0192667'), ('Sheep', '0.0132122'), ('Pie', '0.0122854'), ('Dance', '0.00942126'), ('Sonic the Hedgehog', '0.00865836'), ('Princess Peach', '0.00724637'), ('Luigi', '0.0070515'), ('Santa Claus', '0.00653656'), ('Food', '0.00634885'), ('Doctor Eggman', '0.00588014'), ('One Piece', '0.00488643'), ('Christmas', '0.00467512'), ('Bible', '0.00415999'), ('The Walt Disney Company', '0.00415101')]"
